"STRAT","YR","ROS","SEX","NEWAGE","RACE","RISK","PRISON"
"3Two-Way","2013","NYC","Total","Total","Black","Pediatric","1"
"3Two-Way","2013","NYC","Total","Total","Hispanic","Heterosexual","1"
"3Two-Way","2013","NYC","Total","Total","Hispanic","IDU","1"
"3Two-Way","2013","NYC","Total","Total","Hispanic","MSM","1"
"3Two-Way","2013","NYC","Total","Total","Hispanic","MSM/IDU","1"
"3Two-Way","2013","NYC","Total","Total","Hispanic","Other/Unknown","1"
"3Two-Way","2013","NYC","Total","Total","Hispanic","Pediatric","1"
"3Two-Way","2013","NYC","Total","Total","Multi-Race","Heterosexual","1"
"3Two-Way","2013","NYC","Total","Total","Multi-Race","IDU","1"
"3Two-Way","2013","NYC","Total","Total","Multi-Race","MSM","1"
"3Two-Way","2013","NYC","Total","Total","Multi-Race","MSM/IDU","1"
"3Two-Way","2013","NYC","Total","Total","Multi-Race","Other/Unknown","1"
"3Two-Way","2013","NYC","Total","Total","Multi-Race","Pediatric","1"
"3Two-Way","2013","NYC","Total","Total","Native American","Heterosexual","1"
"3Two-Way","2013","NYC","Total","Total","Native American","IDU","1"
"3Two-Way","2013","NYC","Total","Total","Native American","MSM","1"
"3Two-Way","2013","NYC","Total","Total","Native American","MSM/IDU","1"
"3Two-Way","2013","NYC","Total","Total","Native American","Other/Unknown","1"
"3Two-Way","2013","NYC","Total","Total","Native American","Pediatric","1"
"3Two-Way","2013","NYC","Total","Total","Unknown","Heterosexual","1"
"3Two-Way","2013","NYC","Total","Total","Unknown","IDU","1"
"3Two-Way","2013","NYC","Total","Total","Unknown","MSM","1"
"3Two-Way","2013","NYC","Total","Total","Unknown","MSM/IDU","1"
"3Two-Way","2013","NYC","Total","Total","Unknown","Other/Unknown","1"
"3Two-Way","2013","NYC","Total","Total","Unknown","Pediatric","1"
"3Two-Way","2013","NYC","Total","Total","White","Heterosexual","1"
"3Two-Way","2013","NYC","Total","Total","White","IDU","1"
"3Two-Way","2013","NYC","Total","Total","White","MSM","1"
"3Two-Way","2013","NYC","Total","Total","White","MSM/IDU","1"
"3Two-Way","2013","NYC","Total","Total","White","Other/Unknown","1"
"3Two-Way","2013","NYC","Total","Total","White","Pediatric","1"
"3Two-Way","2013","NYC","Unknown","13-19","Total","Total","1"
"3Two-Way","2013","NYC","Unknown","20-29","Total","Total","1"
"3Two-Way","2013","NYC","Unknown","30-39","Total","Total","1"
"3Two-Way","2013","NYC","Unknown","40-49","Total","Total","1"
"3Two-Way","2013","NYC","Unknown","50-59","Total","Total","1"
"3Two-Way","2013","NYC","Unknown","60+","Total","Total","1"
"3Two-Way","2013","NYC","Unknown","Total","Asian/Pacific Islander","Total","1"
"3Two-Way","2013","NYC","Unknown","Total","Black","Total","1"
"3Two-Way","2013","NYC","Unknown","Total","Hispanic","Total","1"
"3Two-Way","2013","NYC","Unknown","Total","Multi-Race","Total","1"
"3Two-Way","2013","NYC","Unknown","Total","Native American","Total","1"
"3Two-Way","2013","NYC","Unknown","Total","Total","Heterosexual","1"
"3Two-Way","2013","NYC","Unknown","Total","Total","IDU","1"
"3Two-Way","2013","NYC","Unknown","Total","Total","MSM","1"
"3Two-Way","2013","NYC","Unknown","Total","Total","MSM/IDU","1"
"3Two-Way","2013","NYC","Unknown","Total","Total","Other/Unknown","1"
"3Two-Way","2013","NYC","Unknown","Total","Total","Pediatric","1"
"3Two-Way","2013","NYC","Unknown","Total","Unknown","Total","1"
"3Two-Way","2013","NYC","Unknown","Total","White","Total","1"
"3Two-Way","2013","ROS","Female","13-19","Total","Total","1"
"3Two-Way","2013","ROS","Female","20-29","Total","Total","1"
"3Two-Way","2013","ROS","Female","30-39","Total","Total","1"
"3Two-Way","2013","ROS","Female","40-49","Total","Total","1"
"3Two-Way","2013","ROS","Female","50-59","Total","Total","1"
"3Two-Way","2013","ROS","Female","60+","Total","Total","1"
"3Two-Way","2013","ROS","Female","<13","Total","Total","1"
"3Two-Way","2013","ROS","Female","Total","Asian/Pacific Islander","Total","1"
"3Two-Way","2013","ROS","Female","Total","Black","Total","1"
"3Two-Way","2013","ROS","Female","Total","Hispanic","Total","1"
"3Two-Way","2013","ROS","Female","Total","Multi-Race","Total","1"
"3Two-Way","2013","ROS","Female","Total","Native American","Total","1"
"3Two-Way","2013","ROS","Female","Total","Total","Heterosexual","1"
"3Two-Way","2013","ROS","Female","Total","Total","IDU","1"
"3Two-Way","2013","ROS","Female","Total","Total","MSM","1"
"3Two-Way","2013","ROS","Female","Total","Total","MSM/IDU","1"
"3Two-Way","2013","ROS","Female","Total","Total","Other/Unknown","1"
"3Two-Way","2013","ROS","Female","Total","Total","Pediatric","1"
"3Two-Way","2013","ROS","Female","Total","Unknown","Total","1"
"3Two-Way","2013","ROS","Female","Total","White","Total","1"
"3Two-Way","2013","ROS","Male","13-19","Total","Total","1"
"3Two-Way","2013","ROS","Male","20-29","Total","Total","1"
"3Two-Way","2013","ROS","Male","30-39","Total","Total","1"
"3Two-Way","2013","ROS","Male","40-49","Total","Total","1"
"3Two-Way","2013","ROS","Male","50-59","Total","Total","1"
"3Two-Way","2013","ROS","Male","60+","Total","Total","1"
"3Two-Way","2013","ROS","Male","<13","Total","Total","1"
"3Two-Way","2013","ROS","Male","Total","Asian/Pacific Islander","Total","1"
"3Two-Way","2013","ROS","Male","Total","Black","Total","1"
"3Two-Way","2013","ROS","Male","Total","Hispanic","Total","1"
"3Two-Way","2013","ROS","Male","Total","Multi-Race","Total","1"
"3Two-Way","2013","ROS","Male","Total","Native American","Total","1"
"3Two-Way","2013","ROS","Male","Total","Total","Heterosexual","1"
"3Two-Way","2013","ROS","Male","Total","Total","IDU","1"
"3Two-Way","2013","ROS","Male","Total","Total","MSM","1"
"3Two-Way","2013","ROS","Male","Total","Total","MSM/IDU","1"
"3Two-Way","2013","ROS","Male","Total","Total","Other/Unknown","1"
"3Two-Way","2013","ROS","Male","Total","Total","Pediatric","1"
"3Two-Way","2013","ROS","Male","Total","Unknown","Total","1"
"3Two-Way","2013","ROS","Male","Total","White","Total","1"
"3Two-Way","2013","ROS","Total","13-19","Asian/Pacific Islander","Total","1"
"3Two-Way","2013","ROS","Total","13-19","Black","Total","1"
"3Two-Way","2013","ROS","Total","13-19","Hispanic","Total","1"
"3Two-Way","2013","ROS","Total","13-19","Multi-Race","Total","1"
"3Two-Way","2013","ROS","Total","13-19","Native American","Total","1"
"3Two-Way","2013","ROS","Total","13-19","Total","Heterosexual","1"
"3Two-Way","2013","ROS","Total","13-19","Total","IDU","1"
"3Two-Way","2013","ROS","Total","13-19","Total","MSM","1"
"3Two-Way","2013","ROS","Total","13-19","Total","MSM/IDU","1"
"3Two-Way","2013","ROS","Total","13-19","Total","Other/Unknown","1"
"3Two-Way","2013","ROS","Total","13-19","Total","Pediatric","1"
"3Two-Way","2013","ROS","Total","13-19","Unknown","Total","1"
"3Two-Way","2013","ROS","Total","13-19","White","Total","1"
"3Two-Way","2013","ROS","Total","20-29","Asian/Pacific Islander","Total","1"
"3Two-Way","2013","ROS","Total","20-29","Black","Total","1"
"3Two-Way","2013","ROS","Total","20-29","Hispanic","Total","1"
"3Two-Way","2013","ROS","Total","20-29","Multi-Race","Total","1"
"3Two-Way","2013","ROS","Total","20-29","Native American","Total","1"
"3Two-Way","2013","ROS","Total","20-29","Total","Heterosexual","1"
"3Two-Way","2013","ROS","Total","20-29","Total","IDU","1"
"3Two-Way","2013","ROS","Total","20-29","Total","MSM","1"
"3Two-Way","2013","ROS","Total","20-29","Total","MSM/IDU","1"
"3Two-Way","2013","ROS","Total","20-29","Total","Other/Unknown","1"
"3Two-Way","2013","ROS","Total","20-29","Total","Pediatric","1"
"3Two-Way","2013","ROS","Total","20-29","Unknown","Total","1"
"3Two-Way","2013","ROS","Total","20-29","White","Total","1"
"3Two-Way","2013","ROS","Total","30-39","Asian/Pacific Islander","Total","1"
"3Two-Way","2013","ROS","Total","30-39","Black","Total","1"
"3Two-Way","2013","ROS","Total","30-39","Hispanic","Total","1"
"3Two-Way","2013","ROS","Total","30-39","Multi-Race","Total","1"
"3Two-Way","2013","ROS","Total","30-39","Native American","Total","1"
"3Two-Way","2013","ROS","Total","30-39","Total","Heterosexual","1"
"3Two-Way","2013","ROS","Total","30-39","Total","IDU","1"
"3Two-Way","2013","ROS","Total","30-39","Total","MSM","1"
"3Two-Way","2013","ROS","Total","30-39","Total","MSM/IDU","1"
"3Two-Way","2013","ROS","Total","30-39","Total","Other/Unknown","1"
"3Two-Way","2013","ROS","Total","30-39","Total","Pediatric","1"
"3Two-Way","2013","ROS","Total","30-39","Unknown","Total","1"
"3Two-Way","2013","ROS","Total","30-39","White","Total","1"
"3Two-Way","2013","ROS","Total","40-49","Asian/Pacific Islander","Total","1"
"3Two-Way","2013","ROS","Total","40-49","Black","Total","1"
"3Two-Way","2013","ROS","Total","40-49","Hispanic","Total","1"
"3Two-Way","2013","ROS","Total","40-49","Multi-Race","Total","1"
"3Two-Way","2013","ROS","Total","40-49","Native American","Total","1"
"3Two-Way","2013","ROS","Total","40-49","Total","Heterosexual","1"
"3Two-Way","2013","ROS","Total","40-49","Total","IDU","1"
"3Two-Way","2013","ROS","Total","40-49","Total","MSM","1"
"3Two-Way","2013","ROS","Total","40-49","Total","MSM/IDU","1"
"3Two-Way","2013","ROS","Total","40-49","Total","Other/Unknown","1"
"3Two-Way","2013","ROS","Total","40-49","Total","Pediatric","1"
"3Two-Way","2013","ROS","Total","40-49","Unknown","Total","1"
"3Two-Way","2013","ROS","Total","40-49","White","Total","1"
"3Two-Way","2013","ROS","Total","50-59","Asian/Pacific Islander","Total","1"
"3Two-Way","2013","ROS","Total","50-59","Black","Total","1"
"3Two-Way","2013","ROS","Total","50-59","Hispanic","Total","1"
"3Two-Way","2013","ROS","Total","50-59","Multi-Race","Total","1"
"3Two-Way","2013","ROS","Total","50-59","Native American","Total","1"
"3Two-Way","2013","ROS","Total","50-59","Total","Heterosexual","1"
"3Two-Way","2013","ROS","Total","50-59","Total","IDU","1"
"3Two-Way","2013","ROS","Total","50-59","Total","MSM","1"
"3Two-Way","2013","ROS","Total","50-59","Total","MSM/IDU","1"
"3Two-Way","2013","ROS","Total","50-59","Total","Other/Unknown","1"
"3Two-Way","2013","ROS","Total","50-59","Total","Pediatric","1"
"3Two-Way","2013","ROS","Total","50-59","Unknown","Total","1"
"3Two-Way","2013","ROS","Total","50-59","White","Total","1"
"3Two-Way","2013","ROS","Total","60+","Asian/Pacific Islander","Total","1"
"3Two-Way","2013","ROS","Total","60+","Black","Total","1"
"3Two-Way","2013","ROS","Total","60+","Hispanic","Total","1"
"3Two-Way","2013","ROS","Total","60+","Multi-Race","Total","1"
"3Two-Way","2013","ROS","Total","60+","Native American","Total","1"
"3Two-Way","2013","ROS","Total","60+","Total","Heterosexual","1"
"3Two-Way","2013","ROS","Total","60+","Total","IDU","1"
"3Two-Way","2013","ROS","Total","60+","Total","MSM","1"
"3Two-Way","2013","ROS","Total","60+","Total","MSM/IDU","1"
"3Two-Way","2013","ROS","Total","60+","Total","Other/Unknown","1"
"3Two-Way","2013","ROS","Total","60+","Total","Pediatric","1"
"3Two-Way","2013","ROS","Total","60+","Unknown","Total","1"
"3Two-Way","2013","ROS","Total","60+","White","Total","1"
"3Two-Way","2013","ROS","Total","<13","Asian/Pacific Islander","Total","1"
"3Two-Way","2013","ROS","Total","<13","Black","Total","1"
"3Two-Way","2013","ROS","Total","<13","Hispanic","Total","1"
"3Two-Way","2013","ROS","Total","<13","Multi-Race","Total","1"
"3Two-Way","2013","ROS","Total","<13","Native American","Total","1"
"3Two-Way","2013","ROS","Total","<13","Total","Heterosexual","1"
"3Two-Way","2013","ROS","Total","<13","Total","IDU","1"
"3Two-Way","2013","ROS","Total","<13","Total","MSM","1"
"3Two-Way","2013","ROS","Total","<13","Total","MSM/IDU","1"
"3Two-Way","2013","ROS","Total","<13","Total","Other/Unknown","1"
"3Two-Way","2013","ROS","Total","<13","Total","Pediatric","1"
"3Two-Way","2013","ROS","Total","<13","Unknown","Total","1"
"3Two-Way","2013","ROS","Total","<13","White","Total","1"
"3Two-Way","2013","ROS","Total","Total","Asian/Pacific Islander","Heterosexual","1"
"3Two-Way","2013","ROS","Total","Total","Asian/Pacific Islander","IDU","1"
"3Two-Way","2013","ROS","Total","Total","Asian/Pacific Islander","MSM","1"
"3Two-Way","2013","ROS","Total","Total","Asian/Pacific Islander","MSM/IDU","1"
"3Two-Way","2013","ROS","Total","Total","Asian/Pacific Islander","Other/Unknown","1"
"3Two-Way","2013","ROS","Total","Total","Asian/Pacific Islander","Pediatric","1"
"3Two-Way","2013","ROS","Total","Total","Black","Heterosexual","1"
"3Two-Way","2013","ROS","Total","Total","Black","IDU","1"
"3Two-Way","2013","ROS","Total","Total","Black","MSM","1"
"3Two-Way","2013","ROS","Total","Total","Black","MSM/IDU","1"
"3Two-Way","2013","ROS","Total","Total","Black","Other/Unknown","1"
"3Two-Way","2013","ROS","Total","Total","Black","Pediatric","1"
"3Two-Way","2013","ROS","Total","Total","Hispanic","Heterosexual","1"
"3Two-Way","2013","ROS","Total","Total","Hispanic","IDU","1"
"3Two-Way","2013","ROS","Total","Total","Hispanic","MSM","1"
"3Two-Way","2013","ROS","Total","Total","Hispanic","MSM/IDU","1"
"3Two-Way","2013","ROS","Total","Total","Hispanic","Other/Unknown","1"
"3Two-Way","2013","ROS","Total","Total","Hispanic","Pediatric","1"
"3Two-Way","2013","ROS","Total","Total","Multi-Race","Heterosexual","1"
"3Two-Way","2013","ROS","Total","Total","Multi-Race","IDU","1"
"3Two-Way","2013","ROS","Total","Total","Multi-Race","MSM","1"
"3Two-Way","2013","ROS","Total","Total","Multi-Race","MSM/IDU","1"
"3Two-Way","2013","ROS","Total","Total","Multi-Race","Other/Unknown","1"
"3Two-Way","2013","ROS","Total","Total","Multi-Race","Pediatric","1"
"3Two-Way","2013","ROS","Total","Total","Native American","Heterosexual","1"
"3Two-Way","2013","ROS","Total","Total","Native American","IDU","1"
"3Two-Way","2013","ROS","Total","Total","Native American","MSM","1"
"3Two-Way","2013","ROS","Total","Total","Native American","MSM/IDU","1"
"3Two-Way","2013","ROS","Total","Total","Native American","Other/Unknown","1"
"3Two-Way","2013","ROS","Total","Total","Native American","Pediatric","1"
"3Two-Way","2013","ROS","Total","Total","Unknown","Heterosexual","1"
"3Two-Way","2013","ROS","Total","Total","Unknown","IDU","1"
"3Two-Way","2013","ROS","Total","Total","Unknown","MSM","1"
"3Two-Way","2013","ROS","Total","Total","Unknown","MSM/IDU","1"
"3Two-Way","2013","ROS","Total","Total","Unknown","Other/Unknown","1"
"3Two-Way","2013","ROS","Total","Total","Unknown","Pediatric","1"
"3Two-Way","2013","ROS","Total","Total","White","Heterosexual","1"
"3Two-Way","2013","ROS","Total","Total","White","IDU","1"
"3Two-Way","2013","ROS","Total","Total","White","MSM","1"
"3Two-Way","2013","ROS","Total","Total","White","MSM/IDU","1"
"3Two-Way","2013","ROS","Total","Total","White","Other/Unknown","1"
"3Two-Way","2013","ROS","Total","Total","White","Pediatric","1"
"3Two-Way","2013","ROS","Unknown","13-19","Total","Total","1"
"3Two-Way","2013","ROS","Unknown","20-29","Total","Total","1"
"3Two-Way","2013","ROS","Unknown","30-39","Total","Total","1"
"3Two-Way","2013","ROS","Unknown","40-49","Total","Total","1"
"3Two-Way","2013","ROS","Unknown","50-59","Total","Total","1"
"3Two-Way","2013","ROS","Unknown","60+","Total","Total","1"
"3Two-Way","2013","ROS","Unknown","Total","Asian/Pacific Islander","Total","1"
"3Two-Way","2013","ROS","Unknown","Total","Black","Total","1"
"3Two-Way","2013","ROS","Unknown","Total","Hispanic","Total","1"
"3Two-Way","2013","ROS","Unknown","Total","Multi-Race","Total","1"
"3Two-Way","2013","ROS","Unknown","Total","Native American","Total","1"
"3Two-Way","2013","ROS","Unknown","Total","Total","Heterosexual","1"
"3Two-Way","2013","ROS","Unknown","Total","Total","IDU","1"
"3Two-Way","2013","ROS","Unknown","Total","Total","MSM","1"
"3Two-Way","2013","ROS","Unknown","Total","Total","MSM/IDU","1"
"3Two-Way","2013","ROS","Unknown","Total","Total","Other/Unknown","1"
"3Two-Way","2013","ROS","Unknown","Total","Total","Pediatric","1"
"3Two-Way","2013","ROS","Unknown","Total","Unknown","Total","1"
"3Two-Way","2013","ROS","Unknown","Total","White","Total","1"
"1Total","2014","NYC","Total","Total","Total","Total","1"
"1Total","2014","ROS","Total","Total","Total","Total","1"
"2One-Way","2014","NYC","Female","Total","Total","Total","1"
"2One-Way","2014","NYC","Male","Total","Total","Total","1"
"2One-Way","2014","NYC","Total","13-19","Total","Total","1"
"2One-Way","2014","NYC","Total","20-29","Total","Total","1"
"2One-Way","2014","NYC","Total","30-39","Total","Total","1"
"2One-Way","2014","NYC","Total","40-49","Total","Total","1"
"2One-Way","2014","NYC","Total","50-59","Total","Total","1"
"2One-Way","2014","NYC","Total","60+","Total","Total","1"
"2One-Way","2014","NYC","Total","<13","Total","Total","1"
"2One-Way","2014","NYC","Total","Total","Asian/Pacific Islander","Total","1"
"2One-Way","2014","NYC","Total","Total","Black","Total","1"
"2One-Way","2014","NYC","Total","Total","Hispanic","Total","1"
"2One-Way","2014","NYC","Total","Total","Multi-Race","Total","1"
"2One-Way","2014","NYC","Total","Total","Native American","Total","1"
"2One-Way","2014","NYC","Total","Total","Total","Heterosexual","1"
"2One-Way","2014","NYC","Total","Total","Total","IDU","1"
"2One-Way","2014","NYC","Total","Total","Total","MSM","1"
"2One-Way","2014","NYC","Total","Total","Total","MSM/IDU","1"
"2One-Way","2014","NYC","Total","Total","Total","Other/Unknown","1"
"2One-Way","2014","NYC","Total","Total","Total","Pediatric","1"
"2One-Way","2014","NYC","Total","Total","Unknown","Total","1"
"2One-Way","2014","NYC","Total","Total","White","Total","1"
"2One-Way","2014","NYC","Unknown","Total","Total","Total","1"
"2One-Way","2014","ROS","Female","Total","Total","Total","1"
"2One-Way","2014","ROS","Male","Total","Total","Total","1"
"2One-Way","2014","ROS","Total","13-19","Total","Total","1"
"2One-Way","2014","ROS","Total","20-29","Total","Total","1"
"2One-Way","2014","ROS","Total","30-39","Total","Total","1"
"2One-Way","2014","ROS","Total","40-49","Total","Total","1"
"2One-Way","2014","ROS","Total","50-59","Total","Total","1"
"2One-Way","2014","ROS","Total","60+","Total","Total","1"
"2One-Way","2014","ROS","Total","<13","Total","Total","1"
"2One-Way","2014","ROS","Total","Total","Asian/Pacific Islander","Total","1"
"2One-Way","2014","ROS","Total","Total","Black","Total","1"
"2One-Way","2014","ROS","Total","Total","Hispanic","Total","1"
"2One-Way","2014","ROS","Total","Total","Multi-Race","Total","1"
"2One-Way","2014","ROS","Total","Total","Native American","Total","1"
"2One-Way","2014","ROS","Total","Total","Total","Heterosexual","1"
"2One-Way","2014","ROS","Total","Total","Total","IDU","1"
"2One-Way","2014","ROS","Total","Total","Total","MSM","1"
"2One-Way","2014","ROS","Total","Total","Total","MSM/IDU","1"
"2One-Way","2014","ROS","Total","Total","Total","Other/Unknown","1"
"2One-Way","2014","ROS","Total","Total","Total","Pediatric","1"
"2One-Way","2014","ROS","Total","Total","Unknown","Total","1"
"2One-Way","2014","ROS","Total","Total","White","Total","1"
"2One-Way","2014","ROS","Unknown","Total","Total","Total","1"
"3Two-Way","2014","NYC","Female","13-19","Total","Total","1"
"3Two-Way","2014","NYC","Female","20-29","Total","Total","1"
"3Two-Way","2014","NYC","Female","30-39","Total","Total","1"
"3Two-Way","2014","NYC","Female","40-49","Total","Total","1"
"3Two-Way","2014","NYC","Female","50-59","Total","Total","1"
"3Two-Way","2014","NYC","Female","60+","Total","Total","1"
"3Two-Way","2014","NYC","Female","<13","Total","Total","1"
"3Two-Way","2014","NYC","Female","Total","Asian/Pacific Islander","Total","1"
"3Two-Way","2014","NYC","Female","Total","Black","Total","1"
"3Two-Way","2014","NYC","Female","Total","Hispanic","Total","1"
"3Two-Way","2014","NYC","Female","Total","Multi-Race","Total","1"
"3Two-Way","2014","NYC","Female","Total","Native American","Total","1"
"3Two-Way","2014","NYC","Female","Total","Total","Heterosexual","1"
"3Two-Way","2014","NYC","Female","Total","Total","IDU","1"
"3Two-Way","2014","NYC","Female","Total","Total","MSM","1"
"3Two-Way","2014","NYC","Female","Total","Total","MSM/IDU","1"
"3Two-Way","2014","NYC","Female","Total","Total","Other/Unknown","1"
"3Two-Way","2014","NYC","Female","Total","Total","Pediatric","1"
"3Two-Way","2014","NYC","Female","Total","Unknown","Total","1"
"3Two-Way","2014","NYC","Female","Total","White","Total","1"
"3Two-Way","2014","NYC","Male","13-19","Total","Total","1"
"3Two-Way","2014","NYC","Male","20-29","Total","Total","1"
"3Two-Way","2014","NYC","Male","30-39","Total","Total","1"
"3Two-Way","2014","NYC","Male","40-49","Total","Total","1"
"3Two-Way","2014","NYC","Male","50-59","Total","Total","1"
"3Two-Way","2014","NYC","Male","60+","Total","Total","1"
"3Two-Way","2014","NYC","Male","<13","Total","Total","1"
"3Two-Way","2014","NYC","Male","Total","Asian/Pacific Islander","Total","1"
"3Two-Way","2014","NYC","Male","Total","Black","Total","1"
"3Two-Way","2014","NYC","Male","Total","Hispanic","Total","1"
"3Two-Way","2014","NYC","Male","Total","Multi-Race","Total","1"
"3Two-Way","2014","NYC","Male","Total","Native American","Total","1"
"3Two-Way","2014","NYC","Male","Total","Total","Heterosexual","1"
"3Two-Way","2014","NYC","Male","Total","Total","IDU","1"
"3Two-Way","2014","NYC","Male","Total","Total","MSM","1"
"3Two-Way","2014","NYC","Male","Total","Total","MSM/IDU","1"
"3Two-Way","2014","NYC","Male","Total","Total","Other/Unknown","1"
"3Two-Way","2014","NYC","Male","Total","Total","Pediatric","1"
"3Two-Way","2014","NYC","Male","Total","Unknown","Total","1"
"3Two-Way","2014","NYC","Male","Total","White","Total","1"
"3Two-Way","2014","NYC","Total","13-19","Asian/Pacific Islander","Total","1"
"3Two-Way","2014","NYC","Total","13-19","Black","Total","1"
"3Two-Way","2014","NYC","Total","13-19","Hispanic","Total","1"
"3Two-Way","2014","NYC","Total","13-19","Multi-Race","Total","1"
"3Two-Way","2014","NYC","Total","13-19","Native American","Total","1"
"3Two-Way","2014","NYC","Total","13-19","Total","Heterosexual","1"
"3Two-Way","2014","NYC","Total","13-19","Total","IDU","1"
"3Two-Way","2014","NYC","Total","13-19","Total","MSM","1"
"3Two-Way","2014","NYC","Total","13-19","Total","MSM/IDU","1"
"3Two-Way","2014","NYC","Total","13-19","Total","Other/Unknown","1"
"3Two-Way","2014","NYC","Total","13-19","Total","Pediatric","1"
"3Two-Way","2014","NYC","Total","13-19","Unknown","Total","1"
"3Two-Way","2014","NYC","Total","13-19","White","Total","1"
"3Two-Way","2014","NYC","Total","20-29","Asian/Pacific Islander","Total","1"
"3Two-Way","2014","NYC","Total","20-29","Black","Total","1"
"3Two-Way","2014","NYC","Total","20-29","Hispanic","Total","1"
"3Two-Way","2014","NYC","Total","20-29","Multi-Race","Total","1"
"3Two-Way","2014","NYC","Total","20-29","Native American","Total","1"
"3Two-Way","2014","NYC","Total","20-29","Total","Heterosexual","1"
"3Two-Way","2014","NYC","Total","20-29","Total","IDU","1"
"3Two-Way","2014","NYC","Total","20-29","Total","MSM","1"
"3Two-Way","2014","NYC","Total","20-29","Total","MSM/IDU","1"
"3Two-Way","2014","NYC","Total","20-29","Total","Other/Unknown","1"
"3Two-Way","2014","NYC","Total","20-29","Total","Pediatric","1"
"3Two-Way","2014","NYC","Total","20-29","Unknown","Total","1"
"3Two-Way","2014","NYC","Total","20-29","White","Total","1"
"3Two-Way","2014","NYC","Total","30-39","Asian/Pacific Islander","Total","1"
"3Two-Way","2014","NYC","Total","30-39","Black","Total","1"
"3Two-Way","2014","NYC","Total","30-39","Hispanic","Total","1"
"3Two-Way","2014","NYC","Total","30-39","Multi-Race","Total","1"
"3Two-Way","2014","NYC","Total","30-39","Native American","Total","1"
"3Two-Way","2014","NYC","Total","30-39","Total","Heterosexual","1"
"3Two-Way","2014","NYC","Total","30-39","Total","IDU","1"
"3Two-Way","2014","NYC","Total","30-39","Total","MSM","1"
"3Two-Way","2014","NYC","Total","30-39","Total","MSM/IDU","1"
"3Two-Way","2014","NYC","Total","30-39","Total","Other/Unknown","1"
"3Two-Way","2014","NYC","Total","30-39","Total","Pediatric","1"
"3Two-Way","2014","NYC","Total","30-39","Unknown","Total","1"
"3Two-Way","2014","NYC","Total","30-39","White","Total","1"
"3Two-Way","2014","NYC","Total","40-49","Asian/Pacific Islander","Total","1"
"3Two-Way","2014","NYC","Total","40-49","Black","Total","1"
"3Two-Way","2014","NYC","Total","40-49","Hispanic","Total","1"
"3Two-Way","2014","NYC","Total","40-49","Multi-Race","Total","1"
"3Two-Way","2014","NYC","Total","40-49","Native American","Total","1"
"3Two-Way","2014","NYC","Total","40-49","Total","Heterosexual","1"
"3Two-Way","2014","NYC","Total","40-49","Total","IDU","1"
"3Two-Way","2014","NYC","Total","40-49","Total","MSM","1"
"3Two-Way","2014","NYC","Total","40-49","Total","MSM/IDU","1"
"3Two-Way","2014","NYC","Total","40-49","Total","Other/Unknown","1"
"3Two-Way","2014","NYC","Total","40-49","Total","Pediatric","1"
"3Two-Way","2014","NYC","Total","40-49","Unknown","Total","1"
"3Two-Way","2014","NYC","Total","40-49","White","Total","1"
"3Two-Way","2014","NYC","Total","50-59","Asian/Pacific Islander","Total","1"
"3Two-Way","2014","NYC","Total","50-59","Black","Total","1"
"3Two-Way","2014","NYC","Total","50-59","Hispanic","Total","1"
"3Two-Way","2014","NYC","Total","50-59","Multi-Race","Total","1"
"3Two-Way","2014","NYC","Total","50-59","Native American","Total","1"
"3Two-Way","2014","NYC","Total","50-59","Total","Heterosexual","1"
"3Two-Way","2014","NYC","Total","50-59","Total","IDU","1"
"3Two-Way","2014","NYC","Total","50-59","Total","MSM","1"
"3Two-Way","2014","NYC","Total","50-59","Total","MSM/IDU","1"
"3Two-Way","2014","NYC","Total","50-59","Total","Other/Unknown","1"
"3Two-Way","2014","NYC","Total","50-59","Total","Pediatric","1"
"3Two-Way","2014","NYC","Total","50-59","Unknown","Total","1"
"3Two-Way","2014","NYC","Total","50-59","White","Total","1"
"3Two-Way","2014","NYC","Total","60+","Asian/Pacific Islander","Total","1"
"3Two-Way","2014","NYC","Total","60+","Black","Total","1"
"3Two-Way","2014","NYC","Total","60+","Hispanic","Total","1"
"3Two-Way","2014","NYC","Total","60+","Multi-Race","Total","1"
"3Two-Way","2014","NYC","Total","60+","Native American","Total","1"
"3Two-Way","2014","NYC","Total","60+","Total","Heterosexual","1"
"3Two-Way","2014","NYC","Total","60+","Total","IDU","1"
"3Two-Way","2014","NYC","Total","60+","Total","MSM","1"
"3Two-Way","2014","NYC","Total","60+","Total","MSM/IDU","1"
"3Two-Way","2014","NYC","Total","60+","Total","Other/Unknown","1"
"3Two-Way","2014","NYC","Total","60+","Total","Pediatric","1"
"3Two-Way","2014","NYC","Total","60+","Unknown","Total","1"
"3Two-Way","2014","NYC","Total","60+","White","Total","1"
"3Two-Way","2014","NYC","Total","<13","Asian/Pacific Islander","Total","1"
"3Two-Way","2014","NYC","Total","<13","Black","Total","1"
"3Two-Way","2014","NYC","Total","<13","Hispanic","Total","1"
"3Two-Way","2014","NYC","Total","<13","Multi-Race","Total","1"
"3Two-Way","2014","NYC","Total","<13","Native American","Total","1"
"3Two-Way","2014","NYC","Total","<13","Total","Heterosexual","1"
"3Two-Way","2014","NYC","Total","<13","Total","IDU","1"
"3Two-Way","2014","NYC","Total","<13","Total","MSM","1"
"3Two-Way","2014","NYC","Total","<13","Total","MSM/IDU","1"
"3Two-Way","2014","NYC","Total","<13","Total","Other/Unknown","1"
